folder_base,image files
lewis_e_m_019_023,mcai190231.tif|mcai190232.tif
lewis_e_m_019_024,mcai190241.tif|mcai190242.tif
lewis_e_m_019_025,mcai190251.tif|mcai190252.tif
lewis_e_m_020_001,mcai200011.tif|mcai200012.tif
lewis_e_m_020_002-003,mcai200021.tif|mcai200031.tif
lewis_e_m_020_004,mcai200041.tif|mcai200042.tif
lewis_e_m_020_005,mcai200051.tif|mcai200052.tif
lewis_e_m_020_006,mcai200061.tif|mcai200062.tif
lewis_e_m_020_007,mcai200071.tif|mcai200072.tif
lewis_e_m_020_008,mcai200081.tif|mcai200082.tif
lewis_e_m_020_009,mcai200091.tif|mcai200092.tif
lewis_e_m_020_010,mcai200101.tif|mcai200102.tif
lewis_e_m_020_011,mcai200111.tif|mcai200112.tif
lewis_e_m_020_012,mcai200121.tif|mcai200122.tif
lewis_e_m_020_013,mcai200131.tif|mcai200132.tif
lewis_e_m_020_014,mcai200141.tif|mcai200142.tif
lewis_e_m_020_015,mcai200151.tif|mcai200152.tif
lewis_e_m_020_016,mcai200161.tif|mcai200162.tif
lewis_e_m_020_017,mcai200171.tif|mcai200172.tif
lewis_e_m_020_018,mcai200181.tif|mcai200182.tif
lewis_e_m_020_019,mcai200191.tif|mcai200192.tif
lewis_e_m_020_020,mcai200201.tif|mcai200202.tif
lewis_e_m_020_021,mcai200211.tif|mcai200212.tif
lewis_e_m_020_022,mcai200221.tif|mcai200222.tif
lewis_e_m_021_001,mcai210011.tif|mcai210012.tif
lewis_e_m_021_002-003,mcai210021.tif|mcai210022.tif|mcai210031.tif|mcai210032.tif
lewis_e_m_021_004-028,mcai210041.tif|mcai210042.tif|mcai210051.tif|mcai210052.tif|mcai210061.tif|mcai210062.tif|mcai210071.tif|mcai210072.tif|mcai210081.tif|mcai210082.tif|mcai210091.tif|mcai210092.tif|mcai210101.tif|mcai210102.tif|mcai210111.tif|mcai210112.tif|mcai210121.tif|mcai210122.tif|mcai210131.tif|mcai210132.tif|mcai210141.tif|mcai210142.tif|mcai210151.tif|mcai210152.tif|mcai210161.tif|mcai210162.tif|mcai210171.tif|mcai210172.tif|mcai210181.tif|mcai210182.tif|mcai210191.tif|mcai210192.tif|mcai210201.tif|mcai210202.tif|mcai210211.tif|mcai210212.tif|mcai210221.tif|mcai210222.tif|mcai210231.tif|mcai210232.tif|mcai210241.tif|mcai210242.tif|mcai210251.tif|mcai210252.tif|mcai210261.tif|mcai210262.tif|mcai210271.tif|mcai210272.tif|mcai210281.tif|mcai210282.tif
lewis_e_m_021_029,mcai210291.tif|mcai210292.tif
lewis_e_m_022_001,mcai220011.tif|mcai220012.tif
lewis_e_m_022_002-004,mcai220021.tif|mcai220022.tif|mcai220033.tif|mcai220034.tif|mcai220035.tif|mcai220036.tif|mcai220041.tif|mcai220042.tif
lewis_e_m_022_005,mcai220053.tif|mcai220054.tif|mcai220055.tif|mcai220056.tif|mcai220057.tif|mcai220058.tif
lewis_e_m_022_006,mcai220061.tif|mcai220062.tif
lewis_e_m_022_007-016,mcai220071.tif|mcai220072.tif|mcai220081.tif|mcai220082.tif|mcai220091.tif|mcai220092.tif|mcai220101.tif|mcai220102.tif|mcai220111.tif|mcai220112.tif|mcai220121.tif|mcai220122.tif|mcai220131.tif|mcai220132.tif|mcai220141.tif|mcai220142.tif|mcai220151.tif|mcai220152.tif|mcai220161.tif|mcai220162.tif
lewis_e_m_022_017,mcai220171.tif|mcai220172.tif
lewis_e_m_022_018-021,mcai220181.tif|mcai220182.tif|mcai220191.tif|mcai220192.tif|mcai220201.tif|mcai220202.tif|mcai220211.tif|mcai220212.tif
lewis_e_m_023_001-006,mcai230011.tif|mcai230012.tif|mcai230021.tif|mcai230022.tif|mcai230031.tif|mcai230032.tif|mcai230041.tif|mcai230042.tif|mcai230051.tif|mcai230052.tif|mcai230061.tif|mcai230062.tif
lewis_e_m_023_007a-d,mcai230070.tif|mcai230073.tif|mcai230074.tif|mcai230075.tif|mcai230076.tif|mcai230077.tif|mcai230078.tif|mcai230079.tif
lewis_e_m_023_008,mcai230081.tif|mcai230082.tif
lewis_e_m_023_009,mcai230091.tif|mcai230092.tif
lewis_e_m_023_010,mcai230101.tif|mcai230102.tif
lewis_e_m_023_011,mcai230111.tif
lewis_e_m_023_012,mcai230121.tif|mcai230122.tif
lewis_e_m_023_013,mcai230131.tif|mcai230132.tif
lewis_e_m_023_014,mcai230141.tif|mcai230142.tif
lewis_e_m_023_015,mcai230151.tif|mcai230152.tif
lewis_e_m_023_016,mcai230161.tif|mcai230162.tif
lewis_e_m_023_017,mcai230171.tif|mcai230172.tif
lewis_e_m_023_018,mcai230180.tif|mcai230183.tif|mcai230184.tif|mcai230185.tif|mcai230186.tif|mcai230187.tif|mcai230188.tif|mcai230189.tif
lewis_e_m_023_019,mcai230191.tif|mcai230192.tif
lewis_e_m_023_020,mcai230201.tif|mcai230202.tif
lewis_e_m_023_021,mcai230213.tif|mcai230214.tif|mcai230215.tif|mcai230216.tif
lewis_e_m_023_022,mcai230221.tif|mcai230222.tif
lewis_e_m_023_023,mcai230231.tif|mcai230232.tif
lewis_e_m_023_024,mcai230241.tif|mcai230242.tif
lewis_e_m_024_001-004,mcai240011.tif|mcai240012.tif|mcai240021.tif|mcai240022.tif|mcai240031.tif|mcai240032.tif|mcai240041.tif|mcai240042.tif
lewis_e_m_024_005,mcai240051.tif|mcai240052.tif
lewis_e_m_024_006,mcai240061.tif|mcai240062.tif
lewis_e_m_024_007,mcai240071.tif|mcai240072.tif
lewis_e_m_024_008,mcai240081.tif|mcai240082.tif
lewis_e_m_024_009,mcai240091.tif|mcai240092.tif
lewis_e_m_024_010,mcai240101.tif
lewis_e_m_024_011,mcai240111.tif
lewis_e_m_024_012,mcai240121.tif|mcai240122.tif
lewis_e_m_024_013,mcai240131.tif|mcai240132.tif
lewis_e_m_024_014,mcai240141.tif|mcai240142.tif
lewis_e_m_024_015,mcai240151.tif|mcai240152.tif
lewis_e_m_024_016,mcai240161.tif|mcai240162.tif
lewis_e_m_024_017,mcai240171.tif|mcai240172.tif
lewis_e_m_024_018,mcai240181.tif|mcai240182.tif
lewis_e_m_024_019,mcai240191.tif|mcai240192.tif
lewis_e_m_024_020,mcai240201.tif|mcai240202.tif
lewis_e_m_024_021,mcai240211.tif|mcai240212.tif
lewis_e_m_024_022,mcai240221.tif|mcai240222.tif
lewis_e_m_024_023,mcai240231.tif|mcai240232.tif
lewis_e_m_024_024,mcai240241.tif|mcai240242.tif
lewis_e_m_024_025,mcai240251.tif|mcai240252.tif
lewis_e_m_024_026,mcai240261.tif|mcai240262.tif
lewis_e_m_024_027,mcai240271.tif|mcai240272.tif
lewis_e_m_024_028,mcai240281.tif|mcai240282.tif
lewis_e_m_024_029,mcai240291.tif|mcai240292.tif
lewis_e_m_024_030,mcai240301.tif|mcai240302.tif
lewis_e_m_024_031,mcai240311.tif|mcai240312.tif
lewis_e_m_025_001,mcai250011.tif|mcai250012.tif
lewis_e_m_025_002,mcai250021.tif|mcai250022.tif
lewis_e_m_025_003,mcai250031.tif
lewis_e_m_025_004,mcai250041.tif|mcai250042.tif
lewis_e_m_025_005,mcai250051.tif|mcai250052.tif
lewis_e_m_025_006,mcai250061.tif|mcai250062.tif
lewis_e_m_025_007,mcai250071.tif|mcai250072.tif
lewis_e_m_025_007a,mcai250073.tif|mcai250074.tif
lewis_e_m_025_008,mcai250081.tif|mcai250082.tif
lewis_e_m_025_009,mcai250091.tif|mcai250092.tif
lewis_e_m_025_010,mcai250101.tif|mcai250102.tif
lewis_e_m_025_011,mcai250111.tif|mcai250112.tif
lewis_e_m_025_012,mcai250121.tif|mcai250122.tif
lewis_e_m_025_013,mcai250131.tif|mcai250132.tif
lewis_e_m_025_014,mcai250141.tif|mcai250142.tif
lewis_e_m_025_015,mcai250151.tif|mcai250152.tif
lewis_e_m_025_016,mcai250161.tif|mcai250162.tif
lewis_e_m_025_017,mcai250171.tif|mcai250172.tif
lewis_e_m_025_018,mcai250181.tif|mcai250182.tif
lewis_e_m_025_019,mcai250191.tif|mcai250192.tif
lewis_e_m_025_020,mcai250201.tif|mcai250202.tif
lewis_e_m_025_021,mcai250211.tif|mcai250212.tif
lewis_e_m_025_022,mcai250221.tif|mcai250222.tif
lewis_e_m_025_022a,mcai250223.tif|mcai250224.tif
lewis_e_m_025_022b,mcai250225.tif|mcai250226.tif
lewis_e_m_025_023,mcai250231.tif|mcai250232.tif
lewis_e_m_025_024,mcai250241.tif|mcai250242.tif
lewis_e_m_025_025,mcai250251.tif|mcai250252.tif
lewis_e_m_025_026,mcai250261.tif|mcai250262.tif
lewis_e_m_025_026a,mcai250263.tif|mcai250264.tif
lewis_e_m_025_026b,mcai250265.tif|mcai250266.tif
lewis_e_m_025_027,mcai250271.tif|mcai250272.tif
lewis_e_m_025_028,mcai250281.tif|mcai250282.tif
lewis_e_m_025_029,mcai250291.tif|mcai250292.tif
lewis_e_m_025_030,mcai250301.tif|mcai250302.tif
lewis_e_m_025_031,mcai250311.tif|mcai250312.tif
lewis_e_m_025_032,mcai250321.tif|mcai250322.tif
lewis_e_m_025_033,mcai250331.tif|mcai250332.tif
lewis_e_m_026_001,mcai260011.tif|mcai260012.tif
lewis_e_m_026_002,mcai260021.tif|mcai260022.tif
lewis_e_m_026_003,mcai260031.tif|mcai260032.tif
lewis_e_m_026_004-005,mcai260041.tif|mcai260051.tif|mcai260052.tif
lewis_e_m_026_007,mcai260071.tif|mcai260072.tif
lewis_e_m_026_008-009,mcai260081.tif|mcai260082.tif|mcai260091.tif|mcai260092.tif
lewis_e_m_026_010,mcai260101.tif|mcai260102.tif
lewis_e_m_026_011,mcai260111.tif|mcai260112.tif
lewis_e_m_026_012,mcai260121.tif|mcai260122.tif
lewis_e_m_026_013,mcai260131.tif|mcai260132.tif
lewis_e_m_026_014,mcai260141.tif|mcai260142.tif
lewis_e_m_026_015,mcai260151.tif|mcai260152.tif
lewis_e_m_026_016,mcai260161.tif|mcai260162.tif
lewis_e_m_026_017-018,mcai260171.tif|mcai260172.tif|mcai260181.tif|mcai260182.tif
lewis_e_m_026_019,mcai260191.tif|mcai260192.tif
lewis_e_m_026_020-029,mcai260201.tif|mcai260202.tif|mcai260211.tif|mcai260212.tif|mcai260221.tif|mcai260222.tif|mcai260231.tif|mcai260232.tif|mcai260241.tif|mcai260242.tif|mcai260251.tif|mcai260252.tif|mcai260261.tif|mcai260262.tif|mcai260271.tif|mcai260272.tif|mcai260281.tif|mcai260282.tif|mcai260291.tif|mcai260292.tif
lewis_e_m_026_030,mcai260301.tif|mcai260302.tif
lewis_e_m_026_031,mcai260311.tif|mcai260312.tif
lewis_e_m_026_032-033,mcai260321.tif|mcai260322.tif|mcai260331.tif|mcai260332.tif
lewis_e_m_027_001,mcai270011.tif|mcai270012.tif
lewis_e_m_027_002,mcai270021.tif|mcai270022.tif
lewis_e_m_027_003,mcai270031.tif|mcai270032.tif
lewis_e_m_027_004,mcai270041.tif|mcai270042.tif
lewis_e_m_027_005,mcai270051.tif|mcai270052.tif
lewis_e_m_027_006,mcai270061.tif|mcai270062.tif
lewis_e_m_027_007,mcai270071.tif|mcai270072.tif
lewis_e_m_027_008,mcai270081.tif|mcai270082.tif
lewis_e_m_027_009-010,mcai270091.tif|mcai270092.tif|mcai270101.tif|mcai270102.tif
lewis_e_m_027_011,mcai270111.tif|mcai270112.tif
lewis_e_m_027_012,mcai270121.tif|mcai270122.tif
lewis_e_m_027_013,mcai270131.tif|mcai270132.tif
lewis_e_m_027_014,mcai270141.tif|mcai270142.tif
lewis_e_m_027_015,mcai270151.tif|mcai270152.tif
lewis_e_m_027_016,mcai270161.tif|mcai270162.tif
lewis_e_m_027_017,mcai270171.tif
lewis_e_m_027_018,mcai270181.tif
lewis_e_m_027_019,mcai270191.tif|mcai270192.tif
lewis_e_m_027_020,mcai270201.tif|mcai270202.tif
lewis_e_m_027_021,mcai270211.tif|mcai270212.tif
lewis_e_m_027_022-023,mcai270221.tif|mcai270222.tif|mcai270231.tif|mcai270232.tif
lewis_e_m_027_024,mcai270241.tif
lewis_e_m_027_025,mcai270251.tif
lewis_e_m_027_026,mcai270261.tif|mcai270262.tif
lewis_e_m_027_027-029,mcai270271.tif|mcai270272.tif|mcai270281.tif|mcai270282.tif|mcai270291.tif|mcai270292.tif
lewis_e_m_028_001,mcai280011.tif|mcai280012.tif
lewis_e_m_028_002,mcai280021.tif|mcai280022.tif
lewis_e_m_028_003-005,mcai280031.tif|mcai280032.tif|mcai280041.tif|mcai280042.tif|mcai280051.tif|mcai280052.tif
lewis_e_m_028_006,mcai280061.tif|mcai280062.tif
lewis_e_m_028_007,mcai280071.tif|mcai280072.tif
lewis_e_m_028_008,mcai280081.tif|mcai280082.tif
lewis_e_m_028_009,mcai280091.tif|mcai280092.tif
lewis_e_m_028_010,mcai280101.tif|mcai280102.tif
lewis_e_m_028_011,mcai280111.tif|mcai280112.tif
lewis_e_m_028_012,mcai280121.tif|mcai280122.tif
lewis_e_m_028_013,mcai280131.tif|mcai280132.tif
lewis_e_m_028_014,mcai280141.tif|mcai280142.tif
lewis_e_m_028_015,mcai280151.tif|mcai280152.tif
lewis_e_m_028_016,mcai280161.tif|mcai280162.tif
lewis_e_m_028_017,mcai280171.tif|mcai280172.tif
lewis_e_m_028_018,mcai280181.tif|mcai280182.tif
lewis_e_m_028_019,mcai280191.tif|mcai280192.tif
lewis_e_m_028_020,mcai280201.tif|mcai280202.tif
lewis_e_m_028_021-023,mcai280213.tif|mcai280214.tif|mcai280215.tif|mcai280216.tif|mcai280221.tif|mcai280222.tif|mcai280231.tif|mcai280232.tif
lewis_e_m_028_024,mcai280241.tif|mcai280242.tif
lewis_e_m_028_025,mcai280251.tif|mcai280252.tif
lewis_e_m_028_026-027,mcai280261.tif|mcai280262.tif|mcai280271.tif|mcai280272.tif
lewis_e_m_028_028,mcai280281.tif|mcai280282.tif
lewis_e_m_029_001,mcai290011.tif|mcai290012.tif
lewis_e_m_029_002,mcai290021.tif|mcai290022.tif
lewis_e_m_029_003,mcai290031.tif|mcai290032.tif
lewis_e_m_029_004,mcai290041.tif|mcai290042.tif
lewis_e_m_029_005,mcai290051.tif|mcai290052.tif
lewis_e_m_029_006,mcai290061.tif|mcai290062.tif
lewis_e_m_029_007,mcai290071.tif|mcai290072.tif
lewis_e_m_029_008,mcai290081.tif|mcai290082.tif
lewis_e_m_029_008a,mcai290083.tif|mcai290084.tif
lewis_e_m_029_009,mcai290091.tif|mcai290092.tif
lewis_e_m_029_009a,mcai290093.tif|mcai290094.tif
lewis_e_m_029_010,mcai290101.tif|mcai290102.tif
lewis_e_m_029_011,mcai290111.tif|mcai290112.tif
lewis_e_m_029_011a,mcai290113.tif|mcai290114.tif
lewis_e_m_029_012a-b,mcai290123.tif|mcai290124.tif|mcai290125.tif
lewis_e_m_029_013-015,mcai290131.tif|mcai290132.tif|mcai290141.tif|mcai290142.tif|mcai290151.tif|mcai290152.tif
lewis_e_m_029_016,mcai290161.tif|mcai290162.tif
lewis_e_m_029_017,mcai290171.tif|mcai290172.tif
lewis_e_m_029_018,mcai290181.tif|mcai290182.tif
lewis_e_m_029_019,mcai290191.tif|mcai290192.tif
lewis_e_m_030_001-002,mcai300011.tif|mcai300012.tif|mcai300021.tif|mcai300022.tif
lewis_e_m_030_003,mcai300031.tif|mcai300032.tif
lewis_e_m_030_004-006,mcai300041.tif|mcai300042.tif|mcai300051.tif|mcai300052.tif|mcai300061.tif|mcai300062.tif
lewis_e_m_030_007,mcai300071.tif|mcai300072.tif
lewis_e_m_030_008,mcai300081.tif|mcai300082.tif
lewis_e_m_030_009,mcai300091.tif|mcai300092.tif
lewis_e_m_030_010-014,mcai300101.tif|mcai300102.tif|mcai300111.tif|mcai300112.tif|mcai300121.tif|mcai300122.tif|mcai300131.tif|mcai300132.tif|mcai300141.tif|mcai300142.tif
lewis_e_m_030_015,mcai300151.tif|mcai300152.tif
lewis_e_m_031_001,mcai310011.tif|mcai310012.tif
lewis_e_m_031_002,mcai310021.tif|mcai310022.tif
lewis_e_m_031_003-004,mcai310031.tif|mcai310032.tif|mcai310041.tif|mcai310042.tif
lewis_e_m_031_005,mcai310051.tif|mcai310052.tif
lewis_e_m_031_006,mcai310061.tif|mcai310062.tif
lewis_e_m_031_007,mcai310071.tif|mcai310072.tif
lewis_e_m_031_008,mcai310081.tif|mcai310082.tif
lewis_e_m_031_009,mcai310091.tif|mcai310092.tif
lewis_e_m_031_010,mcai310101.tif|mcai310102.tif
lewis_e_m_031_011,mcai310111.tif|mcai310112.tif
lewis_e_m_031_012,mcai310121.tif|mcai310122.tif
lewis_e_m_031_013-014,mcai310131.tif|mcai310132.tif|mcai310141.tif|mcai310142.tif
lewis_e_m_031_015,mcai310151.tif|mcai310152.tif
lewis_e_m_031_016-017,mcai310163.tif|mcai310164.tif|mcai310165.tif|mcai310166.tif|mcai310167.tif|mcai310168.tif|mcai310170.tif|mcai310173.tif|mcai310174.tif|mcai310175.tif|mcai310176.tif|mcai310177.tif|mcai310178.tif|mcai310179.tif
lewis_e_m_031_018a,mcai310181.tif|mcai310182.tif
lewis_e_m_031_018b,mcai310183.tif|mcai310184.tif
lewis_e_m_031_019-027,mcai310191.tif|mcai310192.tif|mcai310201.tif|mcai310202.tif|mcai310211.tif|mcai310212.tif|mcai310221.tif|mcai310222.tif|mcai310231.tif|mcai310232.tif|mcai310241.tif|mcai310242.tif|mcai310251.tif|mcai310252.tif|mcai310261.tif|mcai310262.tif|mcai310271.tif|mcai310272.tif
lewis_e_m_031_028,mcai310281.tif|mcai310282.tif
lewis_e_m_031_029,mcai310291.tif|mcai310292.tif
lewis_e_m_031_034,mcai310341.tif|mcai310342.tif
lewis_e_m_031_035,mcai310351.tif|mcai310352.tif
lewis_e_m_031_036,mcai310361.tif|mcai310362.tif
lewis_e_m_031_037,mcai310371.tif|mcai310372.tif
lewis_e_m_032_001,mcai320011.tif|mcai320012.tif
lewis_e_m_032_002,mcai320021.tif|mcai320022.tif
lewis_e_m_032_003,mcai320031.tif|mcai320032.tif
lewis_e_m_032_004,mcai320041.tif|mcai320042.tif
lewis_e_m_032_005,mcai320051.tif|mcai320052.tif
lewis_e_m_032_006,mcai320061.tif|mcai320062.tif
lewis_e_m_032_007,mcai320071.tif|mcai320072.tif
lewis_e_m_032_008,mcai320081.tif|mcai320082.tif
lewis_e_m_032_009,mcai320091.tif|mcai320092.tif
lewis_e_m_032_010,mcai320101.tif|mcai320102.tif
lewis_e_m_032_011,mcai320111.tif|mcai320112.tif
lewis_e_m_032_012,mcai320121.tif|mcai320122.tif
lewis_e_m_032_013,mcai320131.tif|mcai320132.tif
lewis_e_m_032_014,mcai320143.tif|mcai320144.tif|mcai320145.tif|mcai320146.tif
lewis_e_m_032_015,mcai320151.tif|mcai320152.tif
lewis_e_m_032_016,mcai320161.tif|mcai320162.tif
lewis_e_m_032_017,mcai320171.tif|mcai320172.tif
lewis_e_m_032_018,mcai320181.tif|mcai320182.tif
lewis_e_m_032_019,mcai320191.tif|mcai320192.tif
lewis_e_m_032_020,mcai320201.tif
lewis_e_m_032_021,mcai320211.tif|mcai320212.tif
lewis_e_m_032_022,mcai320221.tif|mcai320222.tif
lewis_e_m_032_023,mcai320231.tif|mcai320232.tif
lewis_e_m_032_024,mcai320241.tif|mcai320242.tif
lewis_e_m_032_025,mcai320251.tif|mcai320252.tif
lewis_e_m_032_026,mcai320261.tif|mcai320262.tif
lewis_e_m_032_027,mcai320271.tif|mcai320272.tif
lewis_e_m_032_028,mcai320281.tif|mcai320282.tif
lewis_e_m_032_029,mcai320291.tif|mcai320292.tif
lewis_e_m_032_030,mcai320301.tif|mcai320302.tif
lewis_e_m_033_001,mcai330011.tif|mcai330012.tif
lewis_e_m_033_002,mcai330021.tif|mcai330022.tif
lewis_e_m_033_003,mcai330031.tif|mcai330032.tif
lewis_e_m_033_004,mcai330041.tif
lewis_e_m_033_005,mcai330051.tif
lewis_e_m_033_006,mcai330061.tif|mcai330062.tif
lewis_e_m_033_007,mcai330071.tif|mcai330072.tif
lewis_e_m_033_008,mcai330081.tif|mcai330082.tif
lewis_e_m_033_009,mcai330091.tif|mcai330092.tif
lewis_e_m_033_010,mcai330101.tif|mcai330102.tif
lewis_e_m_033_011,mcai330111.tif
lewis_e_m_033_012,mcai330121.tif|mcai330122.tif
lewis_e_m_033_013,mcai330131.tif|mcai330132.tif
lewis_e_m_033_014,mcai330141.tif|mcai330142.tif
lewis_e_m_033_015,mcai330151.tif|mcai330152.tif
lewis_e_m_033_016,mcai330161.tif|mcai330162.tif
lewis_e_m_033_017,mcai330171.tif
lewis_e_m_033_018,mcai330181.tif|mcai330182.tif
lewis_e_m_033_019,mcai330191.tif|mcai330192.tif
lewis_e_m_033_020,mcai330201.tif|mcai330202.tif
lewis_e_m_033_021,mcai330211.tif|mcai330212.tif
lewis_e_m_033_022,mcai330221.tif|mcai330222.tif
lewis_e_m_033_023,mcai330231.tif|mcai330232.tif
lewis_e_m_033_024,mcai330241.tif|mcai330242.tif
lewis_e_m_033_025,mcai330251.tif|mcai330252.tif
lewis_e_m_033_026,mcai330261.tif|mcai330262.tif
lewis_e_m_033_027,mcai330271.tif|mcai330272.tif
lewis_e_m_042_001,mcai420011.tif|mcai420012.tif
lewis_e_m_042_002,mcai420021.tif
lewis_e_m_042_003,mcai420031.tif|mcai420032.tif
lewis_e_m_042_004-009,mcai420041.tif|mcai420042.tif|mcai420051.tif|mcai420052.tif|mcai420061.tif|mcai420062.tif|mcai420071.tif|mcai420072.tif|mcai420081.tif|mcai420082.tif|mcai420091.tif|mcai420092.tif
lewis_e_m_042_010,mcai420101.tif|mcai420102.tif
lewis_e_m_042_010a,mcai420103.tif|mcai420104.tif
lewis_e_m_042_011,mcai420111.tif
lewis_e_m_042_011a,mcai420113.tif|mcai420114.tif
lewis_e_m_042_012-013,mcai420121.tif|mcai420122.tif|mcai420131.tif|mcai420132.tif
lewis_e_m_042_014,mcai420141.tif|mcai420142.tif
lewis_e_m_042_015,mcai420151.tif|mcai420152.tif
lewis_e_m_042_016-016a,mcai420161.tif|mcai420162.tif|mcai420163.tif|mcai420164.tif
lewis_e_m_042_016b,mcai420165.tif|mcai420166.tif
lewis_e_m_042_017,mcai420171.tif|mcai420172.tif
lewis_e_m_042_018-019,mcai420181.tif|mcai420182.tif|mcai420191.tif|mcai420192.tif
lewis_e_m_042_019a,mcai420193.tif|mcai420194.tif
lewis_e_m_042_020,mcai420201.tif|mcai420202.tif
lewis_e_m_042_020a,mcai420203.tif|mcai420204.tif
lewis_e_m_042_021,mcai420211.tif|mcai420212.tif
lewis_e_m_042_022,mcai420221.tif|mcai420222.tif
lewis_e_m_042_023,mcai420231.tif|mcai420233.tif|mcai420234.tif
lewis_e_m_042_024-025,mcai420241.tif|mcai420242.tif|mcai420251.tif|mcai420252.tif
lewis_e_m_042_026,mcai420261.tif|mcai420262.tif
lewis_e_m_042_027a-b,mcai420273.tif|mcai420274.tif|mcai420275.tif|mcai420276.tif
lewis_e_m_042_028a-d,mcai420280.tif|mcai420283.tif|mcai420284.tif|mcai420285.tif|mcai420286.tif|mcai420287.tif|mcai420288.tif|mcai420289.tif
lewis_e_m_042_028a,mcai420281.tif|mcai420282.tif
lewis_e_m_042_029,mcai420291.tif|mcai420292.tif
lewis_e_m_043_002a,mcai430021.tif|mcai430023.tif|mcai430024.tif
lewis_e_m_043_002b,mcai430025.tif|mcai430026.tif
lewis_e_m_043_002c,mcai430027.tif|mcai430028.tif
lewis_e_m_043_003,mcai430030.tif|mcai430031.tif|mcai430032.tif
lewis_e_m_043_004,mcai430040.tif|mcai430041.tif|mcai430042.tif
lewis_e_m_043_005,mcai430050.tif|mcai430051.tif|mcai430052.tif
lewis_e_m_043_006,mcai430060.tif|mcai430061.tif|mcai430062.tif
lewis_e_m_043_007,mcai430071.tif|mcai430072.tif
lewis_e_m_043_007a,mcai430073.tif|mcai430074.tif
lewis_e_m_043_008,mcai430081.tif|mcai430082.tif
lewis_e_m_043_009,mcai430091.tif|mcai430092.tif
lewis_e_m_043_009a,mcai430093.tif
lewis_e_m_043_009b,mcai430095.tif|mcai430096.tif
lewis_e_m_043_010,mcai430101.tif|mcai430102.tif
lewis_e_m_043_011,mcai430111.tif|mcai430112.tif
